municipio,provincia,codigo_ine,municipio_nombre_humano,renta_bruta_media
Alosno,Huelva,21006,Alosno,17772
Alovera,Guadalajara,19024,Alovera,27175
Alozaina,Málaga,29013,Alozaina,16632
Alp,Girona,17006,Alp,30435
Alpandeire,Málaga,29014,Alpandeire,-
Alpanseque,Soria,42023,Alpanseque,-
Alpartir,Zaragoza,50026,Alpartir,-
Alpedrete,Madrid,28010,Alpedrete,35084
Alpens,Barcelona,8004,Alpens,-
Alpeñés,Teruel,44020,Alpeñés,-
Alpera,Albacete,2010,Alpera,17038
Alpicat,Lleida,25023,Alpicat,36108
Alpuente,Valencia,46036,Alpuente,-
Alpujarra de la Sierra,Granada,18904,Alpujarra de la Sierra,-
Alqueria d'Asnar (L'),Alicante,3017,L' Alqueria d'Asnar,-
Alqueria de la Comtessa (L'),Valencia,46037,L' Alqueria de la Comtessa,19927
Alqueries (Les)/Alquerías del Niño Perdido,Castellón,12901,Les Alqueries/Alquerías del Niño Perdido,23384
Alquézar,Huesca,22024,Alquézar,-
Alquife,Granada,18018,Alquife,-
Alsodux,Almería,4015,Alsodux,-
Alt Àneu,Lleida,25024,Alt Àneu,-
Altable,Burgos,9013,Altable,-
Altafulla,Tarragona,43012,Altafulla,38497
Altarejos,Cuenca,16019,Altarejos,-
Altea,Alicante,3018,Altea,24515
Altorricón,Huesca,22025,Altorricón,24196
Altos (Los),Burgos,9014,Los Altos,-
Altsasu/Alsasua,Navarra,31010,Altsasu/Alsasua,24456
Altura,Castellón,12012,Altura,20164
Altzaga,Gipuzkoa,20906,Altzaga,50512
Altzo,Gipuzkoa,20007,Altzo,58037
Alustante,Guadalajara,19027,Alustante,-
Alzira,Valencia,46017,Alzira,24645
Amavida,Ávila,5012,Amavida,-
Amayuelas de Arriba,Palencia,34009,Amayuelas de Arriba,-
Ambel,Zaragoza,50027,Ambel,-
Ambite,Madrid,28011,Ambite,-
Amer,Girona,17007,Amer,28325
Ames,A Coruña,15002,Ames,26866
Améscoa Baja,Navarra,31013,Améscoa Baja,17250
Ametlla de Mar (L'),Tarragona,43013,L' Ametlla de Mar,25812
Ametlla del Vallès (L'),Barcelona,8005,L' Ametlla del Vallès,44702
Ameyugo,Burgos,9016,Ameyugo,-
Amezketa,Gipuzkoa,20008,Amezketa,53426
Amieva,Asturias,33003,Amieva,-
Amoeiro,Ourense,32002,Amoeiro,20786
Amorebieta-Etxano,Bizkaia,48003,Amorebieta-Etxano,46498
Amoroto,Bizkaia,48004,Amoroto,50902
Ampolla (L'),Tarragona,43906,L' Ampolla,27276
Amposta,Tarragona,43014,Amposta,23028
Ampudia,Palencia,34010,Ampudia,-
Ampuero,Cantabria,39002,Ampuero,23678
Amurrio,Álava,1002,Amurrio,43926
Amusco,Palencia,34011,Amusco,-
Amusquillo,Valladolid,47009,Amusquillo,-
Anadón,Teruel,44024,Anadón,-
Anaya,Segovia,40017,Anaya,-
Anaya de Alba,Salamanca,37029,Anaya de Alba,-
Anchuelo,Madrid,28012,Anchuelo,25706
Anchuras,Ciudad Real,13017,Anchuras,-
Ancín/Antzin,Navarra,31014,Ancín/Antzin,18589
Andavías,Zamora,49009,Andavías,-
Andilla,Valencia,46038,Andilla,-
Andoain,Gipuzkoa,20009,Andoain,41358
Andorra,Teruel,44025,Andorra,29214
Andosilla,Navarra,31015,Andosilla,18701
Andratx,Illes Balears,7005,Andratx,27103
Andújar,Jaén,23005,Andújar,19961
Anento,Zaragoza,50028,Anento,-
Anglès,Girona,17008,Anglès,26346
Anglesola,Lleida,25027,Anglesola,26847
Angón,Guadalajara,19031,Angón,-
Anguciana,La Rioja,26013,Anguciana,-
Angüés,Huesca,22027,Angüés,-
Anguiano,La Rioja,26014,Anguiano,-
Anguita,Guadalajara,19032,Anguita,-
Anguix,Burgos,9017,Anguix,-
Anievas,Cantabria,39003,Anievas,-
Aniñón,Zaragoza,50029,Aniñón,-
Anna,Valencia,46039,Anna,18626
Anoeta,Gipuzkoa,20010,Anoeta,43481
Anquela del Ducado,Guadalajara,19033,Anquela del Ducado,-
Anquela del Pedregal,Guadalajara,19034,Anquela del Pedregal,-
Ansó,Huesca,22028,Ansó,-
Ansoáin/Antsoain,Navarra,31016,Ansoáin/Antsoain,20629
Antas,Almería,4016,Antas,18212
Antas de Ulla,Lugo,27003,Antas de Ulla,17213
Antella,Valencia,46040,Antella,18648
Antequera,Málaga,29015,Antequera,23687
Antigua,Las Palmas,35003,Antigua,23302
Antigua (La),León,24005,La Antigua,-
Antigüedad,Palencia,34012,Antigüedad,-
Antillón,Huesca,22029,Antillón,-
Antzuola,Gipuzkoa,20011,Antzuola,53454
Anue,Navarra,31017,Anue,21977
Añana,Álava,1049,Añana,34897
Añe,Segovia,40018,Añe,-
Añón de Moncayo,Zaragoza,50030,Añón de Moncayo,-
Añora,Córdoba,14006,Añora,21170
Añorbe,Navarra,31018,Añorbe,19676
Añover de Tajo,Toledo,45014,Añover de Tajo,20583
Añover de Tormes,Salamanca,37030,Añover de Tormes,-
Aoiz/Agoitz,Navarra,31019,Aoiz/Agoitz,20148
Arabayona de Mógica,Salamanca,37031,Arabayona de Mógica,-
Aracena,Huelva,21007,Aracena,20881
Arafo,Santa Cruz de Tenerife,38004,Arafo,23314
Aragüés del Puerto,Huesca,22032,Aragüés del Puerto,-
Arahal,Sevilla,41011,Arahal,18561
Arahuetes,Segovia,40019,Arahuetes,-
Araitz,Navarra,31020,Araitz,21620
Arakaldo,Bizkaia,48005,Arakaldo,54972
Arakil,Navarra,31025,Arakil,20979
Arama,Gipuzkoa,20012,Arama,67119
Aramaio,Álava,1003,Aramaio,5749
Aranarache/Aranaratxe,Navarra,31021,Aranarache/Aranaratxe,17231
Arancón,Soria,42024,Arancón,-
Aranda de Duero,Burgos,9018,Aranda de Duero,26366
Aranda de Moncayo,Zaragoza,50031,Aranda de Moncayo,-
Arándiga,Zaragoza,50032,Arándiga,-
Arandilla,Burgos,9019,Arandilla,-
Arandilla del Arroyo,Cuenca,16020,Arandilla del Arroyo,-
Aranga,A Coruña,15003,Aranga,17575
Aranguren,Navarra,31023,Aranguren,28819
Aranjuez,Madrid,28013,Aranjuez,28189
Arano,Navarra,31024,Arano,22175
Arantza,Navarra,31022,Arantza,20460
Arantzazu,Bizkaia,48006,Arantzazu,49714
Aranzueque,Guadalajara,19036,Aranzueque,-
Arañuel,Castellón,12013,Arañuel,-
Arapiles,Salamanca,37032,Arapiles,-
Aras,Navarra,31026,Aras,18811
Aras de los Olmos,Valencia,46041,Aras de los Olmos,-
Arauzo de Miel,Burgos,9020,Arauzo de Miel,-
Arauzo de Salce,Burgos,9021,Arauzo de Salce,-
Arauzo de Torre,Burgos,9022,Arauzo de Torre,-
Arbancón,Guadalajara,19037,Arbancón,-
Arbeca,Lleida,25029,Arbeca,21904
Arbeteta,Guadalajara,19038,Arbeteta,-
Arbizu,Navarra,31027,Arbizu,23199
Arbo,Pontevedra,36001,Arbo,18060
Arboç (L'),Tarragona,43016,L' Arboç,25389
Arboleas,Almería,4017,Arboleas,16098
Arbolí,Tarragona,43015,Arbolí,-
Arbúcies,Girona,17009,Arbúcies,26074
Arcas,Cuenca,16905,Arcas,27148
Arce/Artzi,Navarra,31028,Arce/Artzi,14543
Arcediano,Salamanca,37033,Arcediano,-
Arcenillas,Zamora,49010,Arcenillas,-
Archena,Murcia,30009,Archena,20646
Árchez,Málaga,29016,Árchez,-
Archidona,Málaga,29017,Archidona,18556
Arcicóllar,Toledo,45015,Arcicóllar,-
Arco (El),Salamanca,37034,El Arco,-
Arconada,Palencia,34015,Arconada,-
Arcones,Segovia,40020,Arcones,-
Arcos,Burgos,9023,Arcos,28706
Arcos (Los),Navarra,31029,Los Arcos,17987
Arcos de Jalón,Soria,42025,Arcos de Jalón,20229
Arcos de la Frontera,Cádiz,11006,Arcos de la Frontera,18345
Arcos de la Polvorosa,Zamora,49011,Arcos de la Polvorosa,-
Arcos de la Sierra,Cuenca,16022,Arcos de la Sierra,-
Arcos de las Salinas,Teruel,44026,Arcos de las Salinas,-
Ardales,Málaga,29018,Ardales,17422
Ardisa,Zaragoza,50033,Ardisa,-
Ardón,León,24006,Ardón,-
Areatza,Bizkaia,48093,Areatza,41486
Arellano,Navarra,31030,Arellano,15463
Arén,Huesca,22035,Arén,-
Arenal (El),Ávila,5013,El Arenal,-
Arenales de San Gregorio,Ciudad Real,13903,Arenales de San Gregorio,-
Arenas,Málaga,29019,Arenas,15210
Arenas de Iguña,Cantabria,39004,Arenas de Iguña,20778
Arenas de San Juan,Ciudad Real,13018,Arenas de San Juan,16388
Arenas de San Pedro,Ávila,5014,Arenas de San Pedro,19904
Arenas del Rey,Granada,18020,Arenas del Rey,-
Arenillas,Soria,42026,Arenillas,-
Arenillas de Riopisuerga,Burgos,9024,Arenillas de Riopisuerga,-
Arens de Lledó,Teruel,44027,Arens de Lledó,-
Arenys de Mar,Barcelona,8006,Arenys de Mar,33743
Arenys de Munt,Barcelona,8007,Arenys de Munt,30834
Arenzana de Abajo,La Rioja,26015,Arenzana de Abajo,-
Arenzana de Arriba,La Rioja,26016,Arenzana de Arriba,-
Ares,A Coruña,15004,Ares,26103
Ares del Maestrat,Castellón,12014,Ares del Maestrat,-
Areso,Navarra,31031,Areso,22053
Aretxabaleta,Gipuzkoa,20013,Aretxabaleta,49759
Arevalillo,Ávila,5015,Arevalillo,-
Arevalillo de Cega,Segovia,40021,Arevalillo de Cega,-
Arévalo,Ávila,5016,Arévalo,22887
Arévalo de la Sierra,Soria,42027,Arévalo de la Sierra,-
Argamasilla de Alba,Ciudad Real,13019,Argamasilla de Alba,19003
Argamasilla de Calatrava,Ciudad Real,13020,Argamasilla de Calatrava,25235
Arganda del Rey,Madrid,28014,Arganda del Rey,25710
Arganza,León,24007,Arganza,-
Argañín,Zamora,49012,Argañín,-
Argavieso,Huesca,22036,Argavieso,-
Argecilla,Guadalajara,19039,Argecilla,-
Argelaguer,Girona,17010,Argelaguer,-
Argelita,Castellón,12015,Argelita,-
Argençola,Barcelona,8008,Argençola,-
Argente,Teruel,44028,Argente,-
Argentera (L'),Tarragona,43017,L' Argentera,-
Argentona,Barcelona,8009,Argentona,34106
Argés,Toledo,45016,Argés,26311
Argoños,Cantabria,39005,Argoños,26077
Arguedas,Navarra,31032,Arguedas,16620
Arguis,Huesca,22037,Arguis,-
Arguisuelas,Cuenca,16024,Arguisuelas,-
Argujillo,Zamora,49013,Argujillo,-
Aria,Navarra,31033,Aria,16065
Ariany,Illes Balears,7901,Ariany,-
Aribe,Navarra,31034,Aribe,21812
Arico,Santa Cruz de Tenerife,38005,Arico,21080
Arija,Burgos,9025,Arija,-
Ariño,Teruel,44029,Ariño,-
Ariza,Zaragoza,50034,Ariza,18016
Arjona,Jaén,23006,Arjona,17104
Arjonilla,Jaén,23007,Arjonilla,15960
Arlanzón,Burgos,9026,Arlanzón,-
Armallones,Guadalajara,19040,Armallones,-
Armañanzas,Navarra,31035,Armañanzas,13279
Armentera (L'),Girona,17011,L' Armentera,-
Armenteros,Salamanca,37035,Armenteros,-
Armilla,Granada,18021,Armilla,24629
Armiñón,Álava,1006,Armiñón,42949
Armuña,Segovia,40022,Armuña,-
Armuña de Almanzora,Almería,4018,Armuña de Almanzora,-
Armuña de Tajuña,Guadalajara,19041,Armuña de Tajuña,-
Arnedillo,La Rioja,26017,Arnedillo,-
Arnedo,La Rioja,26018,Arnedo,25857
Arnes,Tarragona,43018,Arnes,-
Arnoia (A),Ourense,32003,A Arnoia,-
Arnuero,Cantabria,39006,Arnuero,23828
Aroche,Huelva,21008,Aroche,14398
Arona,Santa Cruz de Tenerife,38006,Arona,20517
Arquillinos,Zamora,49014,Arquillinos,-
Arquillos,Jaén,23008,Arquillos,14313
Arrabalde,Zamora,49015,Arrabalde,-
Arraia-Maeztu,Álava,1037,Arraia-Maeztu,108981
Arrancacepas,Cuenca,16025,Arrancacepas,-
Arrankudiaga,Bizkaia,48009,Arrankudiaga,50925
Arrasate/Mondragón,Gipuzkoa,20055,Arrasate/Mondragón,47026
Arratzu,Bizkaia,48914,Arratzu,55644
Arratzua-Ubarrundia,Álava,1008,Arratzua-Ubarrundia,61656
Arraya de Oca,Burgos,9027,Arraya de Oca,-
Arrecife,Las Palmas,35004,Arrecife,22003
Arredondo,Cantabria,39007,Arredondo,-
Arres,Lleida,25031,Arres,-
Arriate,Málaga,29020,Arriate,18424
Arrieta,Bizkaia,48010,Arrieta,63226
Arrigorriaga,Bizkaia,48011,Arrigorriaga,43331
Arroba de los Montes,Ciudad Real,13021,Arroba de los Montes,-
Arróniz,Navarra,31036,Arróniz,17695
Arroyo de la Encomienda,Valladolid,47010,Arroyo de la Encomienda,29324
Arroyo de la Luz,Cáceres,10021,Arroyo de la Luz,17580
Arroyo de las Fraguas,Guadalajara,19042,Arroyo de las Fraguas,-
Arroyo de San Serván,Badajoz,6012,Arroyo de San Serván,17124
Arroyo del Ojanco,Jaén,23905,Arroyo del Ojanco,15029
Arroyomolinos,Madrid,10023,Arroyomolinos,-
Arroyomolinos,Cáceres,28015,Arroyomolinos,33932
Arroyomolinos de la Vera,Cáceres,10022,Arroyomolinos de la Vera,-
Arroyomolinos de León,Huelva,21009,Arroyomolinos de León,-
Arruazu,Navarra,31037,Arruazu,25891
Arrúbal,La Rioja,26019,Arrúbal,-
Arsèguel,Lleida,25032,Arsèguel,-
Artà,Illes Balears,7006,Artà,28486
Artajona,Navarra,31038,Artajona,19342
Artana,Castellón,12016,Artana,22847
Artazu,Navarra,31039,Artazu,21415
Artea,Bizkaia,48023,Artea,5285
Arteixo,A Coruña,15005,Arteixo,23486
Artenara,Las Palmas,35005,Artenara,19284
Artés,Barcelona,8010,Artés,27337
Artesa de Lleida,Lleida,25033,Artesa de Lleida,24542
Artesa de Segre,Lleida,25034,Artesa de Segre,23640
Artieda,Zaragoza,50035,Artieda,-
Artzentales,Bizkaia,48008,Artzentales,37342
Artziniega,Álava,1004,Artziniega,40315
Arucas,Las Palmas,35006,Arucas,24571
Arzúa,A Coruña,15006,Arzúa,19697
Ascó,Tarragona,43019,Ascó,29368
Asín,Zaragoza,50036,Asín,-
Aspa,Lleida,25036,Aspa,-
Aspariegos,Zamora,49016,Aspariegos,-
Asparrena,Álava,1009,Asparrena,40245
Aspe,Alicante,3019,Aspe,20486
Asteasu,Gipuzkoa,20014,Asteasu,50399
Astigarraga,Gipuzkoa,20903,Astigarraga,49937
Astillero (El),Cantabria,39008,El Astillero,25322
Astorga,León,24008,Astorga,22702
Astudillo,Palencia,34017,Astudillo,21307
Asturianos,Zamora,49017,Asturianos,-
Atajate,Málaga,29021,Atajate,-
Atalaya,Badajoz,6013,Atalaya,-
Atalaya (La),Salamanca,37037,La Atalaya,-
Atalaya del Cañavate,Cuenca,16026,Atalaya del Cañavate,-
Atanzón,Guadalajara,19043,Atanzón,-
Atapuerca,Burgos,9029,Atapuerca,-
Ataquines,Valladolid,47011,Ataquines,-
Atarfe,Granada,18022,Atarfe,21221
Ataun,Gipuzkoa,20015,Ataun,52443
Atazar (El),Madrid,28016,El Atazar,-
Atea,Zaragoza,50037,Atea,-
Ateca,Zaragoza,50038,Ateca,21440
Atez/Atetz,Navarra,31040,Atez/Atetz,22825
Atienza,Guadalajara,19044,Atienza,-
Atxondo,Bizkaia,48091,Atxondo,46217
Atzeneta d'Albaida,Valencia,46003,Atzeneta d'Albaida,20669
Atzeneta del Maestrat,Castellón,12001,Atzeneta del Maestrat,20806
Atzúbia (L'),Alicante,3001,L' Atzúbia,-
Aulesti,Bizkaia,48070,Aulesti,45967
Auñón,Guadalajara,19045,Auñón,-
Auritz/Burguete,Navarra,31058,Auritz/Burguete,20810
Ausejo,La Rioja,26020,Ausejo,-
Ausejo de la Sierra,Soria,42028,Ausejo de la Sierra,-
Ausines (Los),Burgos,9030,Los Ausines,-
Autilla del Pino,Palencia,34018,Autilla del Pino,-
Autillo de Campos,Palencia,34019,Autillo de Campos,-
Autol,La Rioja,26021,Autol,21145
Aveinte,Ávila,5017,Aveinte,-
Avellaneda,Ávila,5018,Avellaneda,-
Avellanes i Santa Linya (Les),Lleida,25037,Les Avellanes i Santa Linya,-
Avellanosa de Muñó,Burgos,9032,Avellanosa de Muñó,-
Avià,Barcelona,8011,Avià,27192
Ávila,Ávila,5019,Ávila,26267
Avilés,Asturias,33004,Avilés,27432
Avinyó,Barcelona,8012,Avinyó,27156
Avinyonet de Puigventós,Girona,17012,Avinyonet de Puigventós,29918
Avinyonet del Penedès,Barcelona,8013,Avinyonet del Penedès,30959
Avión,Ourense,32004,Avión,15850
Ayala/Aiara,Álava,1010,Ayala/Aiara,47137
Ayamonte,Huelva,21010,Ayamonte,20339
Ayegui/Aiegi,Navarra,31041,Ayegui/Aiegi,29067
Ayerbe,Huesca,22039,Ayerbe,22344
Ayllón,Segovia,40024,Ayllón,19585
Ayna,Albacete,2011,Ayna,-
Ayódar,Castellón,12017,Ayódar,-
Ayoó de Vidriales,Zamora,49018,Ayoó de Vidriales,-
Ayora,Valencia,46044,Ayora,19815
Ayuela,Palencia,34020,Ayuela,-
Azagra,Navarra,31042,Azagra,16740
Azaila,Teruel,44031,Azaila,-
Azanuy-Alins,Huesca,22040,Azanuy-Alins,-
Azara,Huesca,22041,Azara,-
Azkoitia,Gipuzkoa,20017,Azkoitia,47796
Azlor,Huesca,22042,Azlor,-
Aznalcázar,Sevilla,41012,Aznalcázar,19701
Aznalcóllar,Sevilla,41013,Aznalcóllar,19123
Azofra,La Rioja,26022,Azofra,-
Azpeitia,Gipuzkoa,20018,Azpeitia,5554
Azuaga,Badajoz,6014,Azuaga,18999
Azuara,Zaragoza,50039,Azuara,-
Azuébar,Castellón,12018,Azuébar,-
Azuelo,Navarra,31043,Azuelo,14867
Azuqueca de Henares,Guadalajara,19046,Azuqueca de Henares,25937
Azután,Toledo,45017,Azután,-
Babilafuente,Salamanca,37038,Babilafuente,-
Bacares,Almería,4019,Bacares,-
Badajoz,Badajoz,6015,Badajoz,27136
Badalona,Barcelona,8015,Badalona,27951
Badarán,La Rioja,26023,Badarán,-
Bádenas,Teruel,44032,Bádenas,-
Badia del Vallès,Barcelona,8904,Badia del Vallès,23374
Badolatosa,Sevilla,41014,Badolatosa,15025
Badules,Zaragoza,50040,Badules,-
Baélls,Huesca,22043,Baélls,-
Baena,Córdoba,14007,Baena,17908
Baeza,Jaén,23009,Baeza,20682
Bagà,Barcelona,8016,Bagà,26754
Báguena,Teruel,44033,Báguena,-
Bagüés,Zaragoza,50041,Bagüés,-
Bahabón,Valladolid,47012,Bahabón,-
Bahabón de Esgueva,Burgos,9033,Bahabón de Esgueva,-
Baides,Guadalajara,19047,Baides,-
Bailén,Jaén,23010,Bailén,18173
Bailo,Huesca,22044,Bailo,-
Baiona,Pontevedra,36003,Baiona,28736
Baix Pallars,Lleida,25039,Baix Pallars,-
Bakaiku,Navarra,31044,Bakaiku,23251
Bakio,Bizkaia,48012,Bakio,52617
Balaguer,Lleida,25040,Balaguer,25141
Balanegra,Almería,4904,Balanegra,17317
Balazote,Albacete,2012,Balazote,19510
Balbases (Los),Burgos,9034,Los Balbases,-
Balboa,León,24009,Balboa,-
Balconchán,Zaragoza,50042,Balconchán,-
Baldellou,Huesca,22045,Baldellou,-
Baleira,Lugo,27004,Baleira,16244
Balenyà,Barcelona,8017,Balenyà,26253
Baliarrain,Gipuzkoa,20904,Baliarrain,50494
Ballestero (El),Albacete,2014,El Ballestero,-
Ballesteros de Calatrava,Ciudad Real,13022,Ballesteros de Calatrava,-
Ballobar,Huesca,22046,Ballobar,-
Balmaseda,Bizkaia,48090,Balmaseda,36553
Balones,Alicante,3020,Balones,-
Balsa de Ves,Albacete,2013,Balsa de Ves,-
Balsareny,Barcelona,8018,Balsareny,27128
Baltanás,Palencia,34022,Baltanás,18876
Baltar,Ourense,32005,Baltar,-
Banastás,Huesca,22047,Banastás,-
Bande,Ourense,32006,Bande,17121
Banyalbufar,Illes Balears,7007,Banyalbufar,-
Banyeres de Mariola,Alicante,3021,Banyeres de Mariola,24245
Banyeres del Penedès,Tarragona,43020,Banyeres del Penedès,28188
Banyoles,Girona,17015,Banyoles,29883
Baña (A),A Coruña,15007,A Baña,17939
Bañares,La Rioja,26024,Bañares,-
Bañeza (La),León,24010,La Bañeza,20855
Bañobárez,Salamanca,37039,Bañobárez,-
Bañón,Teruel,44034,Bañón,-
Baños de Ebro/Mañueta,Álava,1011,Baños de Ebro/Mañueta,37218
Baños de la Encina,Jaén,23011,Baños de la Encina,17617
Baños de Molgas,Ourense,32007,Baños de Molgas,17625
Baños de Montemayor,Cáceres,10024,Baños de Montemayor,-
Baños de Río Tobía,La Rioja,26026,Baños de Río Tobía,21948
Baños de Rioja,La Rioja,26025,Baños de Rioja,-
Baños de Tajo,Guadalajara,19048,Baños de Tajo,-
Baños de Valdearados,Burgos,9035,Baños de Valdearados,-
Bañuelos,Guadalajara,19049,Bañuelos,-
Bañuelos de Bureba,Burgos,9036,Bañuelos de Bureba,-
Baquerín de Campos,Palencia,34024,Baquerín de Campos,-
Barajas de Melo,Cuenca,16027,Barajas de Melo,-
Barakaldo,Bizkaia,48013,Barakaldo,37646
Baralla,Lugo,27901,Baralla,16156
Barañáin/Barañain,Navarra,31901,Barañáin/Barañain,22325
Baraona,Soria,42029,Baraona,-
Barásoain,Navarra,31045,Barásoain,21130
Barbadás,Ourense,32008,Barbadás,21889
Barbadillo,Salamanca,37040,Barbadillo,-
Barbadillo de Herreros,Burgos,9037,Barbadillo de Herreros,-
Barbadillo del Mercado,Burgos,9038,Barbadillo del Mercado,-
Barbadillo del Pez,Burgos,9039,Barbadillo del Pez,-
Barbalos,Salamanca,37041,Barbalos,-
Barbarin,Navarra,31046,Barbarin,15476
Barbastro,Huesca,22048,Barbastro,26291
Barbate,Cádiz,11007,Barbate,18659
Barbens,Lleida,25041,Barbens,-
Barberà de la Conca,Tarragona,43021,Barberà de la Conca,-
Barberà del Vallès,Barcelona,8252,Barberà del Vallès,29086
Bárboles,Zaragoza,50043,Bárboles,-
Barbolla,Segovia,40025,Barbolla,-
Barbués,Huesca,22049,Barbués,-
Barbuñales,Huesca,22050,Barbuñales,-
Barca,Soria,42030,Barca,-
Bárcabo,Huesca,22051,Bárcabo,-
Barcarrota,Badajoz,6016,Barcarrota,17011
Barcelona,Barcelona,8019,Barcelona,39523
Bárcena de Campos,Palencia,34025,Bárcena de Campos,-
Bárcena de Cicero,Cantabria,39009,Bárcena de Cicero,25183
Bárcena de Pie de Concha,Cantabria,39010,Bárcena de Pie de Concha,-
Barceo,Salamanca,37042,Barceo,-
Barchín del Hoyo,Cuenca,16029,Barchín del Hoyo,-
Barcial de la Loma,Valladolid,47013,Barcial de la Loma,-
Barcial del Barco,Zamora,49019,Barcial del Barco,-
Barcience,Toledo,45018,Barcience,-
Barco de Ávila (El),Ávila,5021,El Barco de Ávila,20022
Barco de Valdeorras (O),Ourense,32009,O Barco de Valdeorras,23224
Barcones,Soria,42031,Barcones,-
Bardallur,Zaragoza,50044,Bardallur,-
Bareyo,Cantabria,39011,Bareyo,22963
Bargas,Toledo,45019,Bargas,27653
Bargota,Navarra,31047,Bargota,20999
Barillas,Navarra,31048,Barillas,19423
Barjas,León,24011,Barjas,-
Barlovento,Santa Cruz de Tenerife,38007,Barlovento,17313
Baronia de Rialb (La),Lleida,25042,La Baronia de Rialb,-
Barracas,Castellón,12020,Barracas,-
Barrachina,Teruel,44035,Barrachina,-
Barraco (El),Ávila,5022,El Barraco,18196
Barrado,Cáceres,10025,Barrado,-
Barrax,Albacete,2015,Barrax,17469
Barreiros,Lugo,27005,Barreiros,20265
Barrika,Bizkaia,48014,Barrika,56671
Barrio de Muñó,Burgos,9041,Barrio de Muñó,-
Barriopedro,Guadalajara,19050,Barriopedro,-
Barrios (Los),Cádiz,11008,Los Barrios,27741
Barrios de Bureba (Los),Burgos,9043,Los Barrios de Bureba,-
Barrios de Colina,Burgos,9044,Barrios de Colina,-
Barrios de Luna (Los),León,24012,Los Barrios de Luna,-
Barro,Pontevedra,36002,Barro,21165
Barromán,Ávila,5023,Barromán,-
Barruecopardo,Salamanca,37044,Barruecopardo,-
Barruelo de Santullán,Palencia,34027,Barruelo de Santullán,24000
Barruelo del Valle,Valladolid,47014,Barruelo del Valle,-
Barrundia,Álava,1013,Barrundia,51261
Barx,Valencia,46046,Barx,22203
Barxeta,Valencia,46045,Barxeta,19198
Basaburua,Navarra,31049,Basaburua,19581
Basardilla,Segovia,40026,Basardilla,-
Basauri,Bizkaia,48015,Basauri,36711
Bàscara,Girona,17016,Bàscara,26727
Basconcillos del Tozo,Burgos,9045,Basconcillos del Tozo,-
Báscones de Ojeda,Palencia,34028,Báscones de Ojeda,-
Bascuñana,Burgos,9046,Bascuñana,-
Bascuñana de San Pedro,Cuenca,16030,Bascuñana de San Pedro,-
Bassella,Lleida,25044,Bassella,-
Bastida (La),Salamanca,37045,La Bastida,-
Batea,Tarragona,43022,Batea,18044
Baterno,Badajoz,6017,Baterno,-
Batres,Madrid,28017,Batres,31232
Bausen,Lleida,25045,Bausen,-
Bayárcal,Almería,4020,Bayárcal,-
Bayarque,Almería,4021,Bayarque,-
Bayubas de Abajo,Soria,42032,Bayubas de Abajo,-
Bayubas de Arriba,Soria,42033,Bayubas de Arriba,-
Baza,Granada,18023,Baza,20750
Baztan,Navarra,31050,Baztan,19619
Bea,Teruel,44036,Bea,-
Beade,Ourense,32010,Beade,-
Beamud,Cuenca,16031,Beamud,-
Beariz,Ourense,32011,Beariz,-
Beas,Huelva,21011,Beas,18991
Beas de Granada,Granada,18024,Beas de Granada,-
Beas de Guadix,Granada,18025,Beas de Guadix,-
Beas de Segura,Jaén,23012,Beas de Segura,15145
Beasain,Gipuzkoa,20019,Beasain,51815
Becedas,Ávila,5024,Becedas,-
Becedillas,Ávila,5025,Becedillas,-
Beceite,Teruel,44037,Beceite,-
Becerreá,Lugo,27006,Becerreá,17316
Becerril de Campos,Palencia,34029,Becerril de Campos,-
Becerril de la Sierra,Madrid,28018,Becerril de la Sierra,33528
Becilla de Valderaduey,Valladolid,47015,Becilla de Valderaduey,-
Bédar,Almería,4022,Bédar,-
Bedia,Bizkaia,48092,Bedia,44212
Bedmar y Garcíez,Jaén,23902,Bedmar y Garcíez,14280
Begíjar,Jaén,23014,Begíjar,15057
Begonte,Lugo,27007,Begonte,19414
Begues,Barcelona,8020,Begues,43184
Begur,Girona,17013,Begur,30555
Beintza-Labaien,Navarra,31137,Beintza-Labaien,17573
Beire,Navarra,31051,Beire,21004
Beires,Almería,4023,Beires,-
Beizama,Gipuzkoa,20020,Beizama,55292
Béjar,Salamanca,37046,Béjar,20403
Bejís,Castellón,12022,Bejís,-
Belalcázar,Córdoba,14008,Belalcázar,16517
Belascoáin,Navarra,31052,Belascoáin,20971
Belauntza,Gipuzkoa,20021,Belauntza,4432
Belbimbre,Burgos,9047,Belbimbre,-
Belchite,Zaragoza,50045,Belchite,21153
Beleña,Salamanca,37047,Beleña,-
